timestamp,open,high,low,close,volume
1779339300,2146.84000000,2147.83000000,2146.72000000,2147.29000000,8.82240000
1779339600,2147.29000000,2150.25000000,2147.02000000,2149.75000000,4.55570000
1779339900,2149.66000000,2149.73000000,2148.09000000,2148.09000000,21.16320000
1779340200,2148.00000000,2148.00000000,2144.24000000,2144.24000000,18.35660000
1779340500,2144.14000000,2146.12000000,2143.85000000,2146.12000000,11.63570000
1779340800,2146.47000000,2146.68000000,2144.73000000,2144.73000000,6.42790000
1779341100,2145.57000000,2145.57000000,2143.81000000,2144.22000000,0.56070000
1779341400,2144.22000000,2144.27000000,2142.71000000,2143.77000000,9.37280000
1779341700,2143.43000000,2143.63000000,2143.01000000,2143.63000000,0.57880000
1779342000,2143.49000000,2143.49000000,2141.08000000,2141.39000000,54.38610000
1779342300,2142.20000000,2142.20000000,2135.00000000,2137.50000000,64.07190000
1779342600,2137.95000000,2139.21000000,2137.95000000,2138.64000000,49.20710000
1779342900,2138.27000000,2138.64000000,2138.18000000,2138.18000000,18.03350000
1779343200,2138.63000000,2140.50000000,2137.51000000,2139.41000000,44.28780000
1779343500,2140.13000000,2140.75000000,2136.84000000,2136.84000000,9.12230000
1779343800,2137.01000000,2138.62000000,2137.01000000,2137.20000000,22.66370000
1779344100,2137.48000000,2137.48000000,2135.59000000,2135.90000000,4.34920000
1779344400,2135.95000000,2140.47000000,2135.95000000,2139.49000000,40.49910000
1779344700,2139.06000000,2139.06000000,2137.01000000,2137.63000000,6.82730000
1779345000,2137.98000000,2139.18000000,2137.60000000,2137.61000000,7.91210000
1779345300,2137.68000000,2137.97000000,2136.00000000,2136.00000000,2.53930000
1779345600,2136.00000000,2136.00000000,2133.39000000,2133.51000000,49.14880000
1779345900,2134.20000000,2134.20000000,2130.47000000,2131.50000000,19.87890000
1779346200,2131.63000000,2133.34000000,2131.01000000,2132.11000000,15.86130000
1779346500,2131.62000000,2131.62000000,2130.27000000,2131.01000000,3.32490000
1779346800,2130.93000000,2132.79000000,2129.43000000,2130.77000000,5.83020000
1779347100,2129.90000000,2133.35000000,2129.90000000,2131.54000000,2.30850000
1779347400,2131.50000000,2131.89000000,2130.23000000,2131.76000000,6.62880000
1779347700,2131.48000000,2131.48000000,2126.83000000,2128.54000000,20.57470000
1779348000,2128.43000000,2130.09000000,2128.27000000,2130.08000000,2.23000000
1779348300,2130.15000000,2132.35000000,2130.15000000,2132.07000000,5.33930000
1779348600,2131.24000000,2132.91000000,2131.24000000,2131.96000000,3.07380000
1779348900,2131.95000000,2133.40000000,2131.81000000,2133.40000000,3.51680000
1779349200,2133.44000000,2134.27000000,2133.24000000,2134.15000000,9.30940000
1779349500,2134.50000000,2136.78000000,2131.42000000,2136.78000000,62.50930000
1779349800,2136.84000000,2137.11000000,2136.29000000,2137.06000000,2.95310000
1779350100,2136.85000000,2139.12000000,2136.85000000,2137.50000000,15.74890000
1779350400,2137.46000000,2140.84000000,2137.45000000,2140.81000000,5.50080000
1779350700,2140.86000000,2148.50000000,2140.75000000,2145.69000000,44.92720000
1779351000,2145.16000000,2148.24000000,2144.38000000,2148.18000000,5.77630000
1779351300,2148.38000000,2150.28000000,2143.13000000,2143.72000000,25.04190000
1779351600,2143.69000000,2144.00000000,2142.12000000,2143.99000000,15.48620000
1779351900,2142.42000000,2143.90000000,2140.76000000,2143.85000000,16.86170000
1779352200,2143.31000000,2143.60000000,2140.01000000,2140.01000000,2.18300000
1779352500,2140.65000000,2140.65000000,2138.70000000,2138.70000000,6.54610000
1779352800,2139.63000000,2140.30000000,2139.28000000,2139.62000000,1.26100000
1779353100,2139.80000000,2139.80000000,2138.50000000,2138.92000000,3.67980000
1779353400,2138.64000000,2139.39000000,2138.21000000,2138.21000000,4.07580000
1779353700,2139.35000000,2141.16000000,2139.35000000,2140.57000000,5.24050000
1779354000,2140.27000000,2140.47000000,2139.12000000,2140.28000000,0.63360000
1779354300,2139.79000000,2142.83000000,2139.63000000,2139.63000000,20.99300000
1779354600,2140.31000000,2141.17000000,2140.31000000,2140.87000000,1.21700000
1779354900,2141.05000000,2141.05000000,2139.29000000,2139.29000000,1.13950000
1779355200,2139.65000000,2141.61000000,2139.65000000,2141.54000000,1.03990000
1779355500,2140.38000000,2140.84000000,2139.66000000,2140.46000000,1.12590000
1779355800,2139.61000000,2140.29000000,2135.00000000,2135.06000000,56.80600000
1779356100,2135.00000000,2135.27000000,2130.46000000,2130.46000000,44.69070000
1779356400,2130.57000000,2132.25000000,2130.41000000,2131.24000000,11.94020000
1779356700,2130.97000000,2132.66000000,2130.97000000,2132.21000000,7.67030000
