timestamp,trading_pair,direction,trigger_price,old_lower,old_upper,new_lower,new_upper,move_threshold
1769351100.0,ADA-USDT,down,0.3519,0.35730799999999996,0.371892,0.344862,0.358938,0.015
1769356800.0,SOL-USDT,down,123.88,126.77280000000002,131.9472,121.4024,126.35759999999999,0.015
1769356800.0,LINK-USDT,down,11.9,12.103,12.597,11.662,12.138,0.015
1769357100.0,AVAX-USDT,down,11.71,11.907,12.393,11.475800000000001,11.9442,0.015
1769357400.0,XRP-USDT,down,1.8532,1.884344,1.961256,1.816136,1.890264,0.015
1769358300.0,BNB-USDT,down,870.47,883.9012,919.9788000000001,853.0606,887.8794,0.015
1769365500.0,ADA-USDT,down,0.3395,0.344862,0.358938,0.33271,0.34629000000000004,0.015
1769366400.0,BTC-USDT,down,87079.93,88640.7844,92258.7756,85338.3314,88821.52859999999,0.015
1769368800.0,ETH-USDT,down,2834.84,2880.2592,2997.8208,2778.1432,2891.5368000000003,0.015
1769369100.0,LINK-USDT,down,11.47,11.662,12.138,11.2406,11.6994,0.015
1769369400.0,SOL-USDT,down,119.37,121.4024,126.35759999999999,116.9826,121.7574,0.015
1769370600.0,DOGE-USDT,down,0.11837,0.120197,0.125103,0.1160026,0.12073740000000001,0.015
1769370600.0,AVAX-USDT,down,11.28,11.475800000000001,11.9442,11.0544,11.5056,0.015
1769389500.0,AVAX-USDT,up,11.68,11.0544,11.5056,11.446399999999999,11.9136,0.015
1769401200.0,DOGE-USDT,up,0.12262,0.1160026,0.12073740000000001,0.1201676,0.1250724,0.015
1769415600.0,LINK-USDT,up,11.91,11.2406,11.6994,11.6718,12.148200000000001,0.015
1769438100.0,SOL-USDT,up,123.62,116.9826,121.7574,121.1476,126.09240000000001,0.015
1769438100.0,XRP-USDT,up,1.919,1.816136,1.890264,1.88062,1.9573800000000001,0.015
1769438100.0,ADA-USDT,up,0.352,0.33271,0.34629000000000004,0.34496,0.35903999999999997,0.015
1769440200.0,ETH-USDT,up,2944.91,2778.1432,2891.5368000000003,2886.0117999999998,3003.8082,0.015
1769546700.0,AVAX-USDT,up,12.1,11.446399999999999,11.9136,11.857999999999999,12.342,0.015
1769580000.0,BNB-USDT,up,902.12,853.0606,887.8794,884.0776,920.1624,0.015
1769592900.0,DOGE-USDT,up,0.12697,0.1201676,0.1250724,0.1244306,0.1295094,0.015
1769601000.0,SOL-USDT,up,128.26,121.1476,126.09240000000001,125.69479999999999,130.8252,0.015
1769601300.0,ADA-USDT,up,0.3645,0.34496,0.35903999999999997,0.35720999999999997,0.37179,0.015
1769605800.0,BTC-USDT,up,90179.26,85338.3314,88821.52859999999,88375.6748,91982.8452,0.015
1769653800.0,SOL-USDT,down,123.8,125.69479999999999,130.8252,121.324,126.276,0.015
1769654400.0,DOGE-USDT,down,0.12254,0.1244306,0.1295094,0.1200892,0.1249908,0.015
1769654400.0,ADA-USDT,down,0.3513,0.35720999999999997,0.37179,0.34427399999999997,0.35832600000000003,0.015
1769685300.0,AVAX-USDT,down,11.66,11.857999999999999,12.342,11.4268,11.8932,0.015
1769697000.0,LINK-USDT,down,11.49,11.6718,12.148200000000001,11.2602,11.719800000000001,0.015
1769697300.0,XRP-USDT,down,1.8472,1.88062,1.9573800000000001,1.8102559999999999,1.884144,0.015
1769698500.0,BTC-USDT,down,87014.4,88375.6748,91982.8452,85274.112,88754.688,0.015
1769698500.0,AVAX-USDT,down,11.17,11.4268,11.8932,10.9466,11.3934,0.015
1769698800.0,DOGE-USDT,down,0.11782,0.1200892,0.1249908,0.11546359999999999,0.1201764,0.015
1769698800.0,ADA-USDT,down,0.3368,0.34427399999999997,0.35832600000000003,0.33006399999999997,0.343536,0.015
1769699100.0,ETH-USDT,down,2830.94,2886.0117999999998,3003.8082,2774.3212,2887.5588000000002,0.015
1769699100.0,SOL-USDT,down,118.49,121.324,126.276,116.1202,120.85979999999999,0.015
1769699400.0,BNB-USDT,down,866.56,884.0776,920.1624,849.2288,883.8911999999999,0.015
1769699400.0,LINK-USDT,down,11.01,11.2602,11.719800000000001,10.7898,11.2302,0.015
1769711100.0,BTC-USDT,down,83881.48,85274.112,88754.688,82203.8504,85559.1096,0.015
1769714100.0,XRP-USDT,down,1.7793,1.8102559999999999,1.884144,1.743714,1.8148860000000002,0.015
1769737200.0,ETH-USDT,down,2725.25,2774.3212,2887.5588000000002,2670.745,2779.755,0.015
1769737200.0,SOL-USDT,down,113.81,116.1202,120.85979999999999,111.5338,116.0862,0.015
1769737200.0,ADA-USDT,down,0.3232,0.33006399999999997,0.343536,0.31673599999999996,0.329664,0.015
